Product,Tier,Term,SKU,URL
WatchGuard EPDR,1001-5000,1 Year,NWG-WGEPDR30601,https://partner.leadersystems.com.au/products.html?s267QaCxC0I=JvRJsgZcPz/8FmzsMAlGrQ==0iW+H6j8sTA6zco92r55alc9OC+dcD0=
WatchGuard EPDR,1001-5000,3 Year,NWG-WGEPDR30603,https://partner.leadersystems.com.au/products.html?51Lxjm43ovk=N5y250CbLe3saVG+97fBhQ==0IE/jgJCWrAqWrosBBH1O5F2/yAn5/4=
WatchGuard EPDR,5001+,1 Year,NWG-WGEPDR30701,https://partner.leadersystems.com.au/products.html?y3si0rhNwTI=DP8DRGXOBbUGFESqHp/klw==vh0L7OmWR6AoKUXem30tTBOXDI3JS/c=
WatchGuard EPDR,5001+,3 Year,NWG-WGEPDR30703,https://partner.leadersystems.com.au/products.html?tAfT39hN3mc=GwUD3zRxYeWSc8/IdhDC3w==eq/LZxoqPemhA9vdZWSa8vOZhj74C4U=
WatchGuard Advanced EPDR,Jan-50,1 Year,NWG-WGAEPDR30101,https://partner.leadersystems.com.au/products.html?AUuYT+CVIn8=s5x0UdUYChYhuyWrcOHnew==cW8BfkGsA9cVrxaRoCeehX7kxhwlUzJp
WatchGuard Advanced EPDR,Jan-50,3 Year,NWG-WGAEPDR30103,https://partner.leadersystems.com.au/products.html?phuwrtAwGp4=nE5j0Bt9Ynh7stko+1nw1w==/ooqedxZTsq1LQeKyDOv7keecGztth7i
WatchGuard Advanced EPDR,51-100,1 Year,NWG-WGAEPDR30201,https://partner.leadersystems.com.au/products.html?HpMbK78TC2k=lRVjjLtrqaGDRRwV91LvLQ==L4saFxzkAOwXL7hHJIbIQ2VcZB629uxm
WatchGuard Advanced EPDR,51-100,3 Year,NWG-WGAEPDR30203,https://partner.leadersystems.com.au/products.html?auztgwedDyo=pLoIFNyT8qxiLcMdTNJ2Zg==NnC+QsF/KOBFAdZ/hNb4EysfIoGw87Fy
WatchGuard Advanced EPDR,101-250,1 Year,NWG-WGAEPDR30301,https://partner.leadersystems.com.au/products.html?gAZu6fiAs/s=/hYxItn4sk/xOtcpXeCPJQ==aVIV0usfQU5ccKPXq+6wcba8aao20BpZ
WatchGuard Advanced EPDR,101-250,3 Year,NWG-WGAEPDR30303,https://partner.leadersystems.com.au/products.html?LFvtElhV+dk=x6t5QYnxrAuHe4oiHaFIUA==fJPpOeme2Vk2crZAHXldGpfDijz3QGZ3
WatchGuard Advanced EPDR,251-500,1 Year,NWG-WGAEPDR30401,https://partner.leadersystems.com.au/products.html?cFbYfJjpYjI=2EyphIDk+BUxyel4uJycGw==MaJtBTTijyQfeownLemVTFMtAK6QlwB8
WatchGuard Advanced EPDR,251-500,3 Year,NWG-WGAEPDR30403,https://partner.leadersystems.com.au/products.html?G3dxWBtZL+0=Fp7ycUzDjDwtY9QUmjtHgg==sMs0v1A0+q5GFF9IXSX6d66syjzm9UFM
WatchGuard Advanced EPDR,501-1000,1 Year,NWG-WGAEPDR30501,https://partner.leadersystems.com.au/products.html?Sam/5XcD518=PlhsCFX7EvitWtWFJaFPBw==Rr5D1CFRnD7XZcaO2qQQuA3dVtqaSymb
WatchGuard Advanced EPDR,501-1000,3 Year,NWG-WGAEPDR30503,https://partner.leadersystems.com.au/products.html?l+QB3uUlkdI=JXkRvEcahNMGpUedaxUbrw==nZmmm4vD1sms8AP15EPBPyqYnPxd62kH
WatchGuard Advanced EPDR,1001-5000,1 Year,NWG-WGAEPDR30601,https://partner.leadersystems.com.au/products.html?sUaLu/8WvBg=5fEpkgRGr0DRko227t1N+Q==E/WaQ2sMqzVGWbf3Fww4/4IyIoyDdfVR
WatchGuard Advanced EPDR,1001-5000,3 Year,NWG-WGAEPDR30603,https://partner.leadersystems.com.au/products.html?0eLho8pI3LQ=pBkLowOssO+6fLxitGaGNA==UbQm2mhJ+O5Wc8eAFepI0FrHBEXTdUNm
WatchGuard Advanced EPDR,5001+,1 Year,NWG-WGAEPDR30701,https://partner.leadersystems.com.au/products.html?ZcoCA/JqwPw=mT/0XKPBzzQ6cKRF8t7/mw==WnS7XhhSCiPauNnlbRZo7WBiIhg+CJo4
WatchGuard Advanced EPDR,5001+,3 Year,NWG-WGAEPDR30703,https://partner.leadersystems.com.au/products.html?ywYC6/r+1M0=d2cAJ4QNw33sRcE/RWglpQ==sL5ldTkQq8xJpo+aL2pZzc0fKOhYq1xK
Full Encryption,Jan-50,1 Year,NWG-WGENCR30101,https://partner.leadersystems.com.au/products.html?P07zepYDHqo=qk0S66Ldqs8OhHbQZ5CRBQ==zwRXMUJfpBSRS6i58Bm9NHSQR+r9WsM=
Full Encryption,Jan-50,3 Year,NWG-WGENCR30103,https://partner.leadersystems.com.au/products.html?7dLGtZKKWy0=JfbF0+FCWnB3BdG1/f1nSw==EL1i1gx2jU1ugRj1JNubZhXwTCA+Ahc=
Full Encryption,51-100,1 Year,NWG-WGENCR30201,https://partner.leadersystems.com.au/products.html?mdok0j4qApk=CYasMwDXmharuRAoUKjWVQ==9dpj8Tu7ikcSGTCz+7mhIhTmUd8vSXw=
Full Encryption,51-100,3 Year,NWG-WGENCR30203,https://partner.leadersystems.com.au/products.html?2ZVgzQe9UO0=71jNwMH8bNbKahNzyISpnw==Nvi5vz7NU51ZLK3NaIMlcxD/VgZSSPo=
Full Encryption,101-250,1 Year,NWG-WGENCR30301,https://partner.leadersystems.com.au/products.html?7VQZln+XFLM=omQMT+ztVtteyWuyej6w/Q==/7JbFXDHbBeOtrWcFOt1dR1nHlgIyDc=
Full Encryption,101-250,3 Year,NWG-WGENCR30303,https://partner.leadersystems.com.au/products.html?aYifiZDq6tI=JfYgHHIl9WAWOhxiEYyatg==IprZdfXJom40AaDWzvEsHMZnhcKackU=
Full Encryption,251-500,1 Year,NWG-WGENCR30401,https://partner.leadersystems.com.au/products.html?v0P0j6nIOLA=2BbODlgK6c5fE8zqRTXO0g==nhoOXcdbdfRi6WdVEA9aceyHcIxowNc=
Full Encryption,251-500,3 Year,NWG-WGENCR30403,https://partner.leadersystems.com.au/products.html?e3FPmsoDf1s=3IObhvx1NBo05pzEN0fWOA==TKRm/vcCGVEWyK2ho2p5p2KfRsZUn6o=
Full Encryption,501-1000,1 Year,NWG-WGENCR30501,https://partner.leadersystems.com.au/products.html?W5pDpE5z53c=+hTlG08Grvy6g5GSsz2u+A==l/eMDJM/0YjktBAOYFekUuxwrCzvYec=
Full Encryption,501-1000,3 Year,NWG-WGENCR30503,https://partner.leadersystems.com.au/products.html?mXrCLve+IJQ=sQSzhWTUvDi/iFZItqcC7Q==sLfiDDsLHMOTgSJ6BexSB68MFKqmePk=
Full Encryption,1001-5000,1 Year,NWG-WGENCR30601,https://partner.leadersystems.com.au/products.html?Q0CGILeYPCA=+YksaER/eXGkYvQMe/4N0Q==1JMKBNH6k1mfDaX8PY8NendBpP/K3BQ=
Full Encryption,1001-5000,3 Year,NWG-WGENCR30603,https://partner.leadersystems.com.au/products.html?7lCZ2zvv5Ak=ZOt9uYfLNi7gQbJ7i0Lbpw==Ke1UuEfN1PkcVjmaL//Ow+gbw1HoUQU=
Full Encryption,5001+,1 Year,NWG-WGENCR30701,https://partner.leadersystems.com.au/products.html?OBNyDHqxHho=/gPOz54auC8YkiIHxYl02Q==n00viHAFo5nClsjNwYNSVU3pcuBp8ds=
Full Encryption,5001+,3 Year,NWG-WGENCR30703,https://partner.leadersystems.com.au/products.html?lmTzD/lT88g=jxoDrxScbL0jp+iLHgjijg==55nl6Gwfgwb8GqBqpiyB//eKUkXlKk8=
Patch Management,Jan-50,1 Year,NWG-WGPTCH30101,https://partner.leadersystems.com.au/products.html?8qdB/FplowE=kosxNtO6N8Lyufn9IDEgYA==rAFFoYxwOeXbe+3ZMQRrbgdR386oFHQ=
Patch Management,Jan-50,3 Year,NWG-WGPTCH30103,https://partner.leadersystems.com.au/products.html?U/H8ShmOe5U=C8qGD7jhLnq37vtUmdLDJw==c5Mpz8ZhPyKq8vAqLC08rJEEKMMro4g=
Patch Management,51-100,1 Year,NWG-WGPTCH30201,https://partner.leadersystems.com.au/products.html?rzeLEHGX55g=yb1l6ELIRzieVnCobfFj/Q==p4laGxIkGIK05XdpADc667dIXWhPRYQ=
Patch Management,51-100,3 Year,NWG-WGPTCH30203,https://partner.leadersystems.com.au/products.html?Cu85dbhviwk=M2G5ZSHNYg/yd2O3HeSw2A==LKlMfOEV9BmtrpiSFq/PCZtRzv2wSoc=
Patch Management,101-250,1 Year,NWG-WGPTCH30301,https://partner.leadersystems.com.au/products.html?L/F3v5oHFLU=YkUNPmhmkUAFVYiU0nwctA==sMqKEIB9oHoDgB3Ih18a5Y9pXeClHaY=
Patch Management,101-250,3 Year,NWG-WGPTCH30303,https://partner.leadersystems.com.au/products.html?auGUhSZvdr0=AtUzFa+JY51XPnl6OVCwEA==pG2CO4M05+C6KzyDhEEuiYhS9itwuOQ=
Patch Management,251-500,1 Year,NWG-WGPTCH30401,https://partner.leadersystems.com.au/products.html?3NCm9PLsMuo=aj4U4MjkXbcIoWu5jZobrg==J0Oxj+Pf02JzZo5Y1PdwthdHP9tplSQ=
Patch Management,251-500,3 Year,NWG-WGPTCH30403,https://partner.leadersystems.com.au/products.html?LWrHFenr3ck=qjJ842qix88HaA7YvOKssA==AlYk346nXfA2oRqnoWFw4IplRnYG600=
Patch Management,501-1000,1 Year,NWG-WGPTCH30501,https://partner.leadersystems.com.au/products.html?+2ai4zFiHPs=obLPG+4AhgGggzdS7+RWQA==7rHY4eikMyoBLm735E9crXvS1qhrb2Q=
Patch Management,501-1000,3 Year,NWG-WGPTCH30503,https://partner.leadersystems.com.au/products.html?6O5dAnJxWWE=VKrKhShISpz++ARUpD4WVw==YHmWNcip7tIsAMoW1eS+hc5srbWKIgA=
Patch Management,1001-5000,1 Year,NWG-WGPTCH30601,https://partner.leadersystems.com.au/products.html?sfm25wZUCWM=smyMfP7m3jV7I+V8EUAw4A==0RqaQSsGiB85COxNoN4/XGOvrQ2SWK4=
Patch Management,1001-5000,3 Year,NWG-WGPTCH30603,https://partner.leadersystems.com.au/products.html?XaRrIbiCvGE=QwPKvK+KOknk6hF8Yz4nqA==5+zS2WJuZEyL89dwiOCIudncXYeusPI=
Patch Management,5001+,1 Year,NWG-WGPTCH30701,https://partner.leadersystems.com.au/products.html?Y04afI0wtCM=o5h6IU/7DKz7Qd1+AA4buQ==/yVEkZm4DPKzz0GpBKmx5mrNExMASTg=
Patch Management,5001+,3 Year,NWG-WGPTCH30703,https://partner.leadersystems.com.au/products.html?Ihq/VG+m8og=iMBsf/DnEl/GBNXG8/gUWA==HYS9n/y2ZIF1Jxtd90hUatguHGWizAE=
Advanced Reporting Tool,Jan-50,1 Year,NWG-WGINSG30101,https://partner.leadersystems.com.au/products.html?YcoV+FF429E=WQQYUzJXjUznoJhrWWCupA==pYFwfvf1g1Pf0MlXrubfWA2D3+Mi/q8=
Advanced Reporting Tool,Jan-50,3 Year,NWG-WGINSG30103,https://partner.leadersystems.com.au/products.html?A14RH8vLzh0=y+IzYOGuCLwa7YcHP4Swhg==16xIw+Z1gy4yh80ZlQXCcjW29QiK8nw=
Advanced Reporting Tool,51-100,1 Year,NWG-WGINSG30201,https://partner.leadersystems.com.au/products.html?s+INYnCYlg8=Kb4Piy1E+WyFLfdNxcT6YA==jA9RaQDGL4hJdV3jMhETPu0k/KaACcc=
Advanced Reporting Tool,51-100,3 Year,NWG-WGINSG30203,https://partner.leadersystems.com.au/products.html?JxtWamNOUJU=6x6EjK869LR2z+EsOJCrIg==py8eVJr53JOiOFpNpBovpASe8J6CoQw=
Advanced Reporting Tool,101-250,1 Year,NWG-WGINSG30301,https://partner.leadersystems.com.au/products.html?wqmdRTh2WQs=3cwyRsVkD5xd79goBqeb6A==t9c4jLQ4V4bVrvK+NnZ3bfuW6pUiZdo=
Advanced Reporting Tool,101-250,3 Year,NWG-WGINSG30303,https://partner.leadersystems.com.au/products.html?46xKRqNTC8k=yvG2QHZXayU/+i1CtQsb0Q==2y2FeW4heUYvottUjfH3KARc3PRk2q8=
Advanced Reporting Tool,251-500,1 Year,NWG-WGINSG30401,https://partner.leadersystems.com.au/products.html?WPbKvfMJopw=GZjCW4pSq0W/S8oeiWreiA==pTOD7N4dm1I+rVrC/l4qwsUOAijm75I=
Advanced Reporting Tool,251-500,3 Year,NWG-WGINSG30403,https://partner.leadersystems.com.au/products.html?dA7pBh95oz8=SGMWMMhyQFPW7+0f6d8eTA==vVsEEGmZYoeiFKByWudbtbme+RV8B0c=
Advanced Reporting Tool,501-1000,1 Year,NWG-WGINSG30501,https://partner.leadersystems.com.au/products.html?Cf6eJZYZwjE=moJTK/pGlYEoxr0PlFZ2zQ==6+mKWDMzzfj61MMd/TnAKODe3Vf9Vro=
Advanced Reporting Tool,501-1000,3 Year,NWG-WGINSG30503,https://partner.leadersystems.com.au/products.html?VTH8vmv6N1c=4EmAQKLnur+p3TbrdInOqg==pdD1FnfC1u4Oy0lm0FhJOk7CMj/JPyY=
Advanced Reporting Tool,1001-5000,1 Year,NWG-WGINSG30601,https://partner.leadersystems.com.au/products.html?Hxpt8Tf/0og=xVl4BHxjKV7vsW7ipojMBw==nO2I5d73WbLz5HfH5uusp36Qdnk/WFE=
Advanced Reporting Tool,1001-5000,3 Year,NWG-WGINSG30603,https://partner.leadersystems.com.au/products.html?yLGM+Skfz2E=EaJRwgpCmMgg0QythOkp8Q==DRoAKNkPqY9+XcRajT9RC/cJdPxZb48=
Advanced Reporting Tool,5001+,1 Year,NWG-WGINSG30701,https://partner.leadersystems.com.au/products.html?eRfP0LVBa+U=yHQQe9oatwrhxiAHhpsNtA==muNCNK07WKbTIDtliaZqlMH22wSDnZA=
Advanced Reporting Tool,5001+,3 Year,NWG-WGINSG30703,https://partner.leadersystems.com.au/products.html?cuIYfwpAXAg=96g8QAIDThrYgLBG9Ratiw==Wz4IKKGueUGzP4g9dE1PenMjWqVHJTM=
WatchGuard DNSWatchGO,Jan-50,1 Year,NWG-WGDNS30101,https://partner.leadersystems.com.au/products.html?hU1qjM8ktaQ=Ca+/SHaK0hV8GhSyNVbSzw==wuYnNg9gzD5SQUh1J1qqBA6jKIyTZg==
WatchGuard DNSWatchGO,Jan-50,3 Year,NWG-WGDNS30103,https://partner.leadersystems.com.au/products.html?zgE45kpKjrg=uQby6fx1xdIsVtW+nhrFhw==dCpZNIB3iVNBCxOI+kqMjkGPGvrYTA==
WatchGuard DNSWatchGO,51-100,1 Year,NWG-WGDNS30201,https://partner.leadersystems.com.au/products.html?NjgR97Wh8v4=SQSiC94LwHBJkh6pMJvSPw==9JPnySiF6P0g1kqyq/EYUwar2WSEdQ==
WatchGuard DNSWatchGO,51-100,3 Year,NWG-WGDNS30203,https://partner.leadersystems.com.au/products.html?VzueAcDJFoM=iCxU1KAkAFCisSm5aDfIyw==NZW2gVMMV5itGcmEKIvbDaR1dzWJ5g==
WatchGuard DNSWatchGO,101-250,1 Year,NWG-WGDNS30301,https://partner.leadersystems.com.au/products.html?hDTo2rc7RPk=4o22cWHHZExLd8UDRNTOXA==PztF/8EKr0Un7s5O6hH2HGl2pNagXg==
WatchGuard DNSWatchGO,101-250,3 Year,NWG-WGDNS30303,https://partner.leadersystems.com.au/products.html?G55EXTenfEs=/FLYhnbnf3TFBOnVT7qvfA==xyahVRNyuj4JlxRfF9SYhh26jPzeZg==
WatchGuard DNSWatchGO,251-500,1 Year,NWG-WGDNS30401,https://partner.leadersystems.com.au/products.html?OyfTIsp1ERQ=KdPlj9uKasrx1rbfQUAZGQ==mlVZw166uJN87BH/N6DdVkKPV6nMPw==
WatchGuard DNSWatchGO,251-500,3 Year,NWG-WGDNS30403,https://partner.leadersystems.com.au/products.html?X0B/t54d5TE=jRY98KCbxGH8C9zGDeBsMw==y5d3VGCts4pvWPo6akcXN7Kb9Kt32w==
WatchGuard DNSWatchGO,501-1000,1 Year,NWG-WGDNS30501,https://partner.leadersystems.com.au/products.html?g7Rzi8okLcg=vVB4DSBOp47p6RwRZg62LQ==/G/Mx7gpZICCg8asY3eLtAGnwq4J6A==
WatchGuard DNSWatchGO,501-1000,3 Year,NWG-WGDNS30503,https://partner.leadersystems.com.au/products.html?bGyOX9LM9gQ=lhDwN825rDpAYA6CTmS8wA==cQta/MNT83fyD1yQNE3Ep00qM3bP4g==
WatchGuard DNSWatchGO,1001-5000,1 Year,NWG-WGDNS30601,https://partner.leadersystems.com.au/products.html?tFbeurEnmrs=NGOESfI/FAGPEGnduJ+a3g==t2xN5pPldDYczGbCmuNfiecbdKYcSg==
WatchGuard DNSWatchGO,1001-5000,3 Year,NWG-WGDNS30603,https://partner.leadersystems.com.au/products.html?lzrfSAx/Ts8=oYVxO42gjn+s7SpgYKvsZg==hR7QCVc07FYpalUbw9MSOApyji1kpw==
WatchGuard DNSWatchGO,5001+,1 Year,NWG-WGDNS30701,https://partner.leadersystems.com.au/products.html?Ypw9r7rh7Oc=/nAkluc65Wf/MKzlqCcMeQ==IUstAe82+Rht7rF0uE3hFLb+ZazHdA==
WatchGuard DNSWatchGO,5001+,3 Year,NWG-WGDNS30703,https://partner.leadersystems.com.au/products.html?5sxTBEX2D+Q=2GZw9wD122Z1tAQ/NiLQrg==PNyhV/re8Mv66j95FmW4KML0ffhpTQ==
WatchGuard Passport,Jan-50,1 Year,NWG-WGPSP30101,https://partner.leadersystems.com.au/products.html?Al56kGHveKI=keZiJdFqXWHiMFaOsCS7og==dB26rVeNhJEXBeuaqD3WkjXPkWTrmQ==
WatchGuard Passport,Jan-50,3 Year,NWG-WGPSP30103,https://partner.leadersystems.com.au/products.html?achKshymWjQ=N2Y1AyLG300RIA5Wf0rl/Q==Sfk/S+rnvDSEs/+kQaeHtUBbNV2LpA==
WatchGuard Passport,51-100,1 Year,NWG-WGPSP30201,https://partner.leadersystems.com.au/products.html?Q0BZxT+6uhg=J9NN0ZhmO8+BI0sANgyU2w==eXCNeblZ0rnGXAGsUPhQJbXlJrNkOw==
WatchGuard Passport,51-100,3 Year,NWG-WGPSP30203,https://partner.leadersystems.com.au/products.html?Xx0TIr+xyEQ=YzZPlGCcNcCG7g/IRF/ztg==FZLZvIp/kKwXpaKteNaDhcKLSbPXtQ==
WatchGuard Passport,101-250,1 Year,NWG-WGPSP30301,https://partner.leadersystems.com.au/products.html?HQY+3sL8wOs=j3Mw/jtVMRKn+ZjwdJalKg==gHr7g3M1QEwxbnRXBxwFJi7jRboZZA==
WatchGuard Passport,101-250,3 Year,NWG-WGPSP30303,https://partner.leadersystems.com.au/products.html?thMu9/E+cbk=BaNm9tLGuMxKP5HDtGA69Q==7m47iYek0ysEfLLaME0e3s/aImRncQ==
WatchGuard Passport,251-500,1 Year,NWG-WGPSP30401,https://partner.leadersystems.com.au/products.html?JsA/pZVJ1SU=Oy4jlHDkdJrNce2/OkP2zQ==0hEoB4JeGNVbAb3uRV1zUX5x08HVjg==
